,Score,Features
48,0.9669540229885057,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
49,0.9666666666666667,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
50,0.9666666666666667,"['sex', 'cp', 'trestbps', 'chol', 'oldpeak', 'ca', 'thal', 'target']"
51,0.9666666666666667,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'ca', 'thal', 'target']"
52,0.9657738095238095,"['sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'slope', 'target']"
53,0.9657142857142857,"['cp', 'chol', 'restecg', 'exang', 'oldpeak', 'thal', 'target']"
54,0.9657142857142857,"['age', 'sex', 'chol', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
55,0.9655172413793104,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
56,0.9655172413793103,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'slope', 'ca', 'thal', 'target']"
57,0.9652173913043478,"['cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
58,0.9652173913043478,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'thal', 'target']"
59,0.9652173913043478,"['cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
60,0.9648093841642229,"['cp', 'fbs', 'restecg', 'thalach', 'slope', 'ca', 'target']"
61,0.9643874643874644,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
62,0.9643874643874644,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'slope', 'ca', 'thal', 'target']"
63,0.9643874643874644,"['cp', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
64,0.9642857142857143,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'target']"
65,0.9642857142857142,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
66,0.9642857142857142,"['sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
67,0.964080459770115,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
68,0.9637681159420289,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
69,0.9637681159420289,"['cp', 'chol', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
70,0.9633431085043989,"['cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'target']"
71,0.962962962962963,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
72,0.962962962962963,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
73,0.9628571428571429,"['age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
74,0.9628571428571429,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal', 'target']"
75,0.9626436781609196,"['sex', 'cp', 'trestbps', 'oldpeak', 'slope', 'target']"
76,0.9626436781609196,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'slope', 'ca', 'target']"
77,0.9626436781609196,"['sex', 'cp', 'trestbps', 'chol', 'slope', 'ca', 'thal', 'target']"
78,0.9626436781609196,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'slope', 'ca', 'thal', 'target']"
79,0.9623188405797102,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
80,0.9615384615384616,"['cp', 'thalach', 'slope', 'ca', 'thal', 'target']"
81,0.9614285714285715,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
82,0.9614285714285714,"['cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
83,0.9614285714285714,"['age', 'sex', 'chol', 'thalach', 'exang', 'ca', 'thal', 'target']"
84,0.9614285714285713,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'target']"
85,0.9608695652173913,"['cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
86,0.9608695652173913,"['cp', 'chol', 'exang', 'oldpeak', 'thal', 'target']"
87,0.9608695652173913,"['cp', 'chol', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
88,0.9608695652173913,"['cp', 'chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
89,0.9601139601139601,"['sex', 'cp', 'trestbps', 'oldpeak', 'ca', 'thal', 'target']"
90,0.9601139601139601,"['sex', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
91,0.96,"['cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'target']"
92,0.96,"['sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope', 'target']"
93,0.96,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
94,0.9598214285714286,"['sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'target']"
95,0.9597701149425287,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
96,0.9597701149425287,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'ca', 'thal', 'target']"
97,0.9597701149425287,"['sex', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'ca', 'thal', 'target']"
98,0.9597701149425287,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal', 'target']"
99,0.9597701149425287,"['sex', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
100,0.9597701149425287,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
101,0.9597701149425287,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
102,0.9594202898550724,"['cp', 'chol', 'exang', 'oldpeak', 'slope', 'target']"
103,0.9594202898550724,"['age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
104,0.9590909090909091,"['sex', 'cp', 'trestbps', 'fbs', 'slope', 'ca', 'thal', 'target']"
105,0.9585714285714286,"['age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
106,0.9585714285714286,"['sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
107,0.9585714285714286,"['sex', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
108,0.9585714285714285,"['cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'target']"
109,0.9585714285714285,"['sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope', 'thal', 'target']"
110,0.9583333333333333,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca', 'target']"
111,0.9579710144927536,"['age', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
112,0.9572649572649573,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'target']"
113,0.9572649572649573,"['sex', 'cp', 'trestbps', 'fbs', 'oldpeak', 'ca', 'thal', 'target']"
114,0.9571428571428571,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'target']"
115,0.9571428571428571,"['age', 'sex', 'chol', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
116,0.956896551724138,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
117,0.9568965517241379,"['cp', 'restecg', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
118,0.9565217391304348,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'ca', 'target']"
119,0.9565217391304348,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal', 'target']"
120,0.9565217391304348,"['age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
121,0.9565217391304347,"['cp', 'chol', 'exang', 'oldpeak', 'target']"
122,0.9565217391304346,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
123,0.9561781609195401,"['sex', 'restecg', 'exang', 'slope', 'ca', 'thal', 'target']"
124,0.9557142857142857,"['cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'thal', 'target']"
125,0.9557142857142857,"['cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal', 'target']"
126,0.9557142857142857,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
127,0.9557142857142857,"['age', 'sex', 'chol', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
128,0.9554597701149425,"['sex', 'cp', 'trestbps', 'chol', 'restecg', 'slope', 'ca', 'thal', 'target']"
129,0.9554597701149425,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'slope', 'ca', 'thal', 'target']"
130,0.9554597701149424,"['age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
131,0.9551282051282051,"['sex', 'cp', 'fbs', 'restecg', 'exang', 'slope', 'thal', 'target']"
132,0.9550724637681159,"['cp', 'thalach', 'exang', 'ca', 'thal', 'target']"
133,0.9550724637681159,"['age', 'sex', 'chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
134,0.9544159544159545,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'target']"
135,0.9542857142857143,"['cp', 'chol', 'restecg', 'exang', 'oldpeak', 'target']"
136,0.9542857142857143,"['cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal', 'target']"
137,0.9542857142857143,"['cp', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
138,0.9542857142857142,"['cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
139,0.9542857142857142,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
140,0.9542857142857141,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'ca', 'thal', 'target']"
141,0.9540229885057471,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'ca', 'target']"
142,0.9540229885057471,"['age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
143,0.9536231884057972,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'target']"
144,0.9536231884057971,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'target']"
145,0.953623188405797,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
146,0.9530791788856304,"['cp', 'restecg', 'thalach', 'oldpeak', 'ca', 'target']"
147,0.9530791788856304,"['cp', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
148,0.952991452991453,"['sex', 'fbs', 'thalach', 'exang', 'ca', 'thal', 'target']"
149,0.9529914529914529,"['sex', 'cp', 'trestbps', 'restecg', 'slope', 'ca', 'target']"
150,0.9529914529914529,"['sex', 'cp', 'trestbps', 'restecg', 'slope', 'ca', 'thal', 'target']"
151,0.9528571428571428,"['cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'target']"
152,0.9528571428571428,"['age', 'sex', 'chol', 'thalach', 'exang', 'ca', 'target']"
153,0.9528571428571428,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
154,0.9528571428571428,"['age', 'sex', 'chol', 'thalach', 'ca', 'thal', 'target']"
155,0.9528571428571428,"['age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
156,0.9528571428571428,"['age', 'sex', 'chol', 'thalach', 'slope', 'ca', 'thal', 'target']"
157,0.9525862068965517,"['age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'target']"
158,0.9525862068965517,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
159,0.9525862068965517,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
160,0.9523809523809523,"['cp', 'restecg', 'exang', 'ca', 'thal', 'target']"
161,0.9521739130434783,"['cp', 'chol', 'fbs', 'exang', 'oldpeak', 'target']"
162,0.9521739130434783,"['age', 'sex', 'chol', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
163,0.9521739130434783,"['sex', 'cp', 'trestbps', 'fbs', 'exang', 'slope', 'ca', 'thal', 'target']"
164,0.9516129032258064,"['cp', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
165,0.9514285714285714,"['age', 'sex', 'chol', 'thalach', 'oldpeak', 'ca', 'target']"
166,0.9514285714285714,"['age', 'sex', 'chol', 'thalach', 'exang', 'slope', 'ca', 'target']"
167,0.9514285714285714,"['age', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal', 'target']"
168,0.9514285714285713,"['cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
169,0.9514285714285713,"['cp', 'chol', 'fbs', 'exang', 'slope', 'thal', 'target']"
170,0.9511494252873564,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
171,0.9511494252873564,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
172,0.9511494252873562,"['age', 'sex', 'chol', 'fbs', 'thalach', 'slope', 'ca', 'thal', 'target']"
173,0.9507246376811594,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal', 'target']"
174,0.9504643962848296,"['age', 'oldpeak', 'ca', 'thal', 'target']"
175,0.9501466275659823,"['sex', 'cp', 'trestbps', 'restecg', 'oldpeak', 'ca', 'target']"
176,0.9501424501424502,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'thal', 'target']"
177,0.95014245014245,"['sex', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'target']"
178,0.9500000000000001,"['cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'target']"
179,0.9500000000000001,"['cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'target']"
180,0.95,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
181,0.95,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'ca', 'thal', 'target']"
182,0.95,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal', 'target']"
183,0.95,"['sex', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
184,0.9497126436781609,"['age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'ca', 'target']"
185,0.9497126436781608,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'ca', 'thal', 'target']"
186,0.949404761904762,"['age', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'target']"
187,0.9492753623188406,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
188,0.9492753623188405,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
189,0.9487179487179488,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
190,0.9487179487179487,"['sex', 'restecg', 'exang', 'oldpeak', 'target']"
191,0.9487179487179487,"['age', 'sex', 'restecg', 'exang', 'oldpeak', 'target']"
192,0.9487179487179487,"['sex', 'cp', 'trestbps', 'oldpeak', 'ca', 'target']"
193,0.9486803519061584,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'thal', 'target']"
194,0.9486803519061583,"['cp', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'target']"
195,0.9486803519061583,"['sex', 'fbs', 'exang', 'ca', 'thal', 'target']"
196,0.9485714285714286,"['cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'target']"
197,0.9485714285714286,"['sex', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
198,0.9485714285714286,"['sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
199,0.9485714285714285,"['cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'target']"
200,0.9485714285714285,"['cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal', 'target']"
201,0.9485714285714285,"['age', 'sex', 'chol', 'restecg', 'thalach', 'slope', 'ca', 'thal', 'target']"
202,0.9485714285714285,"['age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
203,0.9484848484848485,"['age', 'fbs', 'thalach', 'slope', 'ca', 'thal', 'target']"
204,0.9482758620689655,"['cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'thal', 'target']"
205,0.9482758620689654,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
206,0.9478260869565217,"['cp', 'chol', 'exang', 'slope', 'target']"
207,0.9478260869565217,"['sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'target']"
208,0.9478260869565217,"['sex', 'cp', 'trestbps', 'slope', 'thal', 'target']"
209,0.9478260869565217,"['sex', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'thal', 'target']"
210,0.9478260869565217,"['sex', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
211,0.9478260869565217,"['age', 'sex', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
212,0.9478260869565215,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'thal', 'target']"
213,0.9476351351351351,"['age', 'cp', 'fbs', 'slope', 'ca', 'target']"
214,0.9476190476190476,"['age', 'cp', 'restecg', 'thalach', 'exang', 'thal', 'target']"
215,0.9472934472934473,"['cp', 'chol', 'restecg', 'exang', 'ca', 'target']"
216,0.9471428571428571,"['sex', 'cp', 'chol', 'restecg', 'exang', 'ca', 'target']"
217,0.9471428571428571,"['sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'ca', 'target']"
218,0.9471428571428571,"['age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
219,0.9471428571428571,"['age', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal', 'target']"
220,0.94683908045977,"['cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal', 'target']"
221,0.94683908045977,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal', 'target']"
222,0.94683908045977,"['age', 'sex', 'chol', 'fbs', 'thalach', 'ca', 'thal', 'target']"
223,0.94683908045977,"['age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal', 'target']"
224,0.9464285714285715,"['age', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
225,0.946376811594203,"['sex', 'cp', 'trestbps', 'chol', 'oldpeak', 'slope', 'thal', 'target']"
226,0.9463768115942028,"['age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
227,0.9460784313725491,"['age', 'cp', 'restecg', 'slope', 'thal', 'target']"
228,0.945868945868946,"['sex', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'target']"
229,0.9458689458689459,"['age', 'sex', 'restecg', 'exang', 'oldpeak', 'slope', 'target']"
230,0.9458689458689459,"['sex', 'cp', 'trestbps', 'restecg', 'exang', 'slope', 'ca', 'target']"
231,0.9458689458689458,"['sex', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
232,0.9458689458689458,"['fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal', 'target']"
233,0.9458689458689457,"['sex', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
234,0.9458689458689457,"['sex', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca', 'thal', 'target']"
235,0.9457142857142857,"['cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'target']"
236,0.9457142857142857,"['sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'target']"
237,0.9457142857142857,"['cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'thal', 'target']"
238,0.9457142857142857,"['cp', 'chol', 'restecg', 'oldpeak', 'slope', 'thal', 'target']"
239,0.9457142857142856,"['sex', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca', 'target']"
240,0.9454022988505749,"['age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang', 'slope', 'ca', 'thal', 'target']"
241,0.9454022988505747,"['cp', 'chol', 'fbs', 'exang', 'slope', 'target']"
242,0.9454022988505747,"['cp', 'chol', 'exang', 'slope', 'thal', 'target']"
